SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,Rebounds,Assists,STL,BLK,TOV,PF,Points,PLUS_MINUS,VIDEO_AVAILABLE,PlayerName,Team,Home,Away,Value,Prop,Pts+Rebs+Asts,Pts+Rebs,Pts+Asts,Rebs+Asts
22023,1630173,22300557,"JAN 15, 2024",NYK vs. ORL,L,20,2,4,0.5,0,0,0.0,2,2,1.0,3,2,5,1,0,1,1,0,6,-4,1,Precious Achiuwa,NYK,NYK,ORL,,,12,11,7,6
22023,1630173,22300544,"JAN 13, 2024",NYK @ MEM,W,6,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,0,0,5,1,Precious Achiuwa,NYK,MEM,NYK,,,1,1,0,1
22023,1630173,22300530,"JAN 11, 2024",NYK @ DAL,L,16,3,3,1.0,0,0,0.0,1,2,0.5,1,5,6,0,1,0,2,4,7,3,1,Precious Achiuwa,NYK,DAL,NYK,,,13,13,7,6
22023,1630173,22300514,"JAN 09, 2024",NYK vs. POR,W,20,1,9,0.111,0,3,0.0,0,0,0.0,5,4,9,1,1,1,1,0,2,-3,1,Precious Achiuwa,NYK,NYK,POR,,,12,11,3,10
22023,1630173,22300494,"JAN 06, 2024",NYK @ WAS,W,8,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-11,1,Precious Achiuwa,NYK,WAS,NYK,,,2,2,2,0
22023,1630173,22300483,"JAN 05, 2024",NYK @ PHI,W,13,2,3,0.667,1,2,0.5,0,0,0.0,2,1,3,0,0,1,1,0,5,10,1,Precious Achiuwa,NYK,PHI,NYK,,,8,8,5,3
22023,1630173,22300468,"JAN 03, 2024",NYK vs. CHI,W,11,2,2,1.0,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,2,4,-16,1,Precious Achiuwa,NYK,NYK,CHI,,,8,7,5,4
22023,1630173,22300451,"JAN 01, 2024",NYK vs. MIN,W,9,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,2,0,-3,1,Precious Achiuwa,NYK,NYK,MIN,,,3,3,0,3
22023,1630173,22300432,"DEC 29, 2023",TOR @ BOS,L,2,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,1,1,Precious Achiuwa,TOR,BOS,TOR,,,2,2,0,2
22023,1630173,22300416,"DEC 27, 2023",TOR @ WAS,W,11,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,0,1,1,1,0,3,5,1,Precious Achiuwa,TOR,WAS,TOR,,,4,4,3,1
22023,1630173,22300395,"DEC 23, 2023",TOR vs. UTA,L,21,3,7,0.429,0,3,0.0,2,2,1.0,1,1,2,1,0,2,0,1,8,-3,1,Precious Achiuwa,TOR,TOR,UTA,,,11,10,9,3
22023,1630173,22300382,"DEC 22, 2023",TOR @ PHI,L,16,2,9,0.222,0,2,0.0,0,2,0.0,3,3,6,1,2,0,1,2,4,-1,1,Precious Achiuwa,TOR,PHI,TOR,,,11,10,5,7
22023,1630173,22300369,"DEC 20, 2023",TOR vs. DEN,L,25,6,10,0.6,1,2,0.5,0,1,0.0,4,1,5,1,1,1,1,2,13,6,1,Precious Achiuwa,TOR,TOR,DEN,,,19,18,14,6
22023,1630173,22300354,"DEC 18, 2023",TOR vs. CHA,W,18,5,9,0.556,0,1,0.0,2,4,0.5,5,2,7,1,1,0,0,1,12,12,1,Precious Achiuwa,TOR,TOR,CHA,,,20,19,13,8
22023,1630173,22300330,"DEC 15, 2023",TOR vs. ATL,L,17,4,7,0.571,0,2,0.0,1,2,0.5,0,2,2,5,0,0,0,1,9,-9,1,Precious Achiuwa,TOR,TOR,ATL,,,16,11,14,7
22023,1630173,22300313,"DEC 13, 2023",TOR vs. ATL,W,17,2,5,0.4,1,3,0.333,2,2,1.0,1,6,7,1,1,2,2,0,7,-5,1,Precious Achiuwa,TOR,TOR,ATL,,,15,14,8,8
22023,1630173,22300297,"DEC 11, 2023",TOR @ NYK,L,21,3,8,0.375,1,4,0.25,2,2,1.0,0,5,5,3,1,0,1,4,9,-1,1,Precious Achiuwa,TOR,NYK,TOR,,,17,14,12,8
22023,1630173,22301216,"DEC 08, 2023",TOR @ CHA,L,22,7,10,0.7,3,4,0.75,0,0,0.0,4,6,10,1,0,0,4,4,17,5,1,Precious Achiuwa,TOR,CHA,TOR,,,28,27,18,11
22023,1630173,22301207,"DEC 06, 2023",TOR vs. MIA,L,13,4,7,0.571,1,3,0.333,0,0,0.0,0,3,3,2,1,0,1,0,9,-4,1,Precious Achiuwa,TOR,TOR,MIA,,,14,12,11,5
22023,1630173,22300276,"DEC 01, 2023",TOR vs. NYK,L,17,4,11,0.364,0,1,0.0,0,0,0.0,5,1,6,1,0,0,1,2,8,-22,1,Precious Achiuwa,TOR,TOR,NYK,,,15,14,9,7
22023,1630173,22300260,"NOV 29, 2023",TOR vs. PHX,W,18,5,10,0.5,1,1,1.0,3,4,0.75,6,4,10,1,2,0,1,2,14,6,1,Precious Achiuwa,TOR,TOR,PHX,,,25,24,15,11
22023,1630173,22300054,"NOV 28, 2023",TOR @ BKN,L,10,0,4,0.0,0,2,0.0,1,4,0.25,1,2,3,1,1,0,1,3,1,-2,1,Precious Achiuwa,TOR,BKN,TOR,,,5,4,2,4
22023,1630173,22300251,"NOV 26, 2023",TOR @ CLE,L,13,1,4,0.25,1,2,0.5,1,4,0.25,0,2,2,1,1,0,0,0,4,-15,1,Precious Achiuwa,TOR,CLE,TOR,,,7,6,5,3
22023,1630173,22300046,"NOV 24, 2023",TOR vs. CHI,W,18,3,4,0.75,0,0,0.0,2,2,1.0,3,4,7,4,0,3,2,0,8,-2,1,Precious Achiuwa,TOR,TOR,CHI,,,19,15,12,11
22023,1630173,22300038,"NOV 21, 2023",TOR @ ORL,L,15,2,4,0.5,0,1,0.0,1,2,0.5,2,4,6,4,1,0,3,3,5,-9,1,Precious Achiuwa,TOR,ORL,TOR,,,15,11,9,10
22023,1630173,22300211,"NOV 19, 2023",TOR vs. DET,W,19,5,10,0.5,2,4,0.5,0,2,0.0,3,3,6,5,0,0,0,1,12,17,1,Precious Achiuwa,TOR,TOR,DET,,,23,18,17,11
22023,1630173,22300031,"NOV 17, 2023",TOR vs. BOS,L,24,2,4,0.5,0,2,0.0,1,2,0.5,0,9,9,1,2,0,1,1,5,-2,1,Precious Achiuwa,TOR,TOR,BOS,,,15,14,6,10
22023,1630173,22300195,"NOV 15, 2023",TOR vs. MIL,L,17,4,7,0.571,1,2,0.5,2,2,1.0,3,1,4,0,0,2,1,3,11,-3,1,Precious Achiuwa,TOR,TOR,MIL,,,15,15,11,4
22023,1630173,22300189,"NOV 13, 2023",TOR vs. WAS,W,19,5,8,0.625,0,1,0.0,0,0,0.0,1,3,4,1,1,0,2,1,10,8,1,Precious Achiuwa,TOR,TOR,WAS,,,15,14,11,5
22023,1630173,22300174,"NOV 11, 2023",TOR @ BOS,L,19,1,5,0.2,0,2,0.0,0,0,0.0,0,5,5,5,0,0,0,1,2,-12,1,Precious Achiuwa,TOR,BOS,TOR,,,12,7,7,10
22023,1630173,22300092,"OCT 28, 2023",TOR vs. PHI,L,18,3,10,0.3,0,1,0.0,0,0,0.0,3,4,7,3,0,1,1,1,6,5,1,Precious Achiuwa,TOR,TOR,PHI,,,16,13,9,10
22023,1630173,22300082,"OCT 27, 2023",TOR @ CHI,L,23,2,5,0.4,1,3,0.333,3,3,1.0,2,7,9,1,0,0,3,6,8,-22,1,Precious Achiuwa,TOR,CHI,TOR,,,18,17,9,10
22023,1630173,22300069,"OCT 25, 2023",TOR vs. MIN,W,24,4,9,0.444,0,1,0.0,0,0,0.0,3,5,8,0,0,0,2,1,8,-5,1,Precious Achiuwa,TOR,TOR,MIN,,,16,16,8,8
22023,1628389,22300562,"JAN 15, 2024",MIA @ BKN,W,44,5,17,0.294,0,1,0.0,1,2,0.5,2,18,20,4,1,1,2,2,11,-3,1,Bam Adebayo,MIA,BKN,MIA,,,35,31,15,24
22023,1628389,22300551,"JAN 14, 2024",MIA vs. CHA,W,35,9,17,0.529,0,1,0.0,6,8,0.75,0,10,10,7,0,1,2,3,24,5,1,Bam Adebayo,MIA,MIA,CHA,,,41,34,31,17
22023,1628389,22300535,"JAN 12, 2024",MIA vs. ORL,W,39,8,17,0.471,0,0,0.0,5,6,0.833,4,7,11,7,0,1,4,3,21,17,1,Bam Adebayo,MIA,MIA,ORL,,,39,32,28,18
22023,1628389,22300522,"JAN 10, 2024",MIA vs. OKC,L,37,9,16,0.563,0,0,0.0,7,7,1.0,5,6,11,6,0,2,1,1,25,-6,1,Bam Adebayo,MIA,MIA,OKC,,,42,36,31,17
22023,1628389,22300509,"JAN 08, 2024",MIA vs. HOU,W,32,9,12,0.75,0,0,0.0,4,7,0.571,1,11,12,3,1,0,3,4,22,12,1,Bam Adebayo,MIA,MIA,HOU,,,37,34,25,15
22023,1628389,22300489,"JAN 05, 2024",MIA @ PHX,L,36,11,19,0.579,0,0,0.0,6,7,0.857,2,8,10,1,0,1,1,2,28,-16,1,Bam Adebayo,MIA,PHX,MIA,,,39,38,29,11
22023,1628389,22300475,"JAN 03, 2024",MIA @ LAL,W,38,5,14,0.357,0,1,0.0,5,6,0.833,3,4,7,5,3,0,2,4,15,12,1,Bam Adebayo,MIA,LAL,MIA,,,27,22,20,12
22023,1628389,22300458,"JAN 01, 2024",MIA @ LAC,L,36,6,17,0.353,0,2,0.0,9,13,0.692,3,12,15,4,0,0,3,3,21,-12,1,Bam Adebayo,MIA,LAC,MIA,,,40,36,25,19
22023,1628389,22300439,"DEC 30, 2023",MIA @ UTA,L,37,7,13,0.538,0,0,0.0,14,20,0.7,3,13,16,3,3,3,4,1,28,-3,1,Bam Adebayo,MIA,UTA,MIA,,,47,44,31,19
22023,1628389,22300426,"DEC 28, 2023",MIA @ GSW,W,36,7,13,0.538,0,0,0.0,3,4,0.75,2,9,11,4,0,0,0,2,17,8,1,Bam Adebayo,MIA,GSW,MIA,,,32,28,21,15
22023,1628389,22300404,"DEC 25, 2023",MIA vs. PHI,W,36,9,15,0.6,0,0,0.0,8,12,0.667,3,12,15,5,0,3,4,1,26,0,1,Bam Adebayo,MIA,MIA,PHI,,,46,41,31,20
22023,1628389,22300384,"DEC 22, 2023",MIA vs. ATL,W,38,5,14,0.357,0,1,0.0,8,10,0.8,2,9,11,6,2,0,6,2,18,10,1,Bam Adebayo,MIA,MIA,ATL,,,35,29,24,17
22023,1628389,22300366,"DEC 20, 2023",MIA @ ORL,W,30,7,15,0.467,0,0,0.0,4,5,0.8,0,7,7,2,1,0,1,4,18,-6,1,Bam Adebayo,MIA,ORL,MIA,,,27,25,20,9
22023,1628389,22300353,"DEC 18, 2023",MIA vs. MIN,L,36,10,22,0.455,0,0,0.0,2,3,0.667,3,3,6,6,1,1,4,3,22,-3,1,Bam Adebayo,MIA,MIA,MIN,,,34,28,28,12
22023,1628389,22300267,"NOV 30, 2023",MIA vs. IND,W,12,3,9,0.333,0,0,0.0,1,2,0.5,0,4,4,2,0,0,0,1,7,-2,1,Bam Adebayo,MIA,MIA,IND,,,13,11,9,6
22023,1628389,22300056,"NOV 28, 2023",MIA vs. MIL,L,42,13,27,0.481,0,0,0.0,5,7,0.714,2,8,10,5,0,2,2,3,31,-16,1,Bam Adebayo,MIA,MIA,MIL,,,46,41,36,15
22023,1628389,22300045,"NOV 24, 2023",MIA @ NYK,L,35,8,16,0.5,0,1,0.0,5,6,0.833,2,10,12,2,2,0,2,4,21,0,1,Bam Adebayo,MIA,NYK,MIA,,,35,33,23,14
22023,1628389,22300220,"NOV 20, 2023",MIA @ CHI,W,30,8,14,0.571,0,0,0.0,7,9,0.778,3,8,11,6,1,0,1,3,23,7,1,Bam Adebayo,MIA,CHI,MIA,,,40,34,29,17
22023,1628389,22300204,"NOV 18, 2023",MIA @ CHI,L,36,8,12,0.667,0,0,0.0,8,8,1.0,1,9,10,5,0,0,3,3,24,-1,1,Bam Adebayo,MIA,CHI,MIA,,,39,34,29,15
22023,1628389,22300200,"NOV 16, 2023",MIA vs. BKN,W,34,8,15,0.533,0,0,0.0,4,4,1.0,2,5,7,4,2,0,2,2,20,-6,1,Bam Adebayo,MIA,MIA,BKN,,,31,27,24,11
22023,1628389,22300017,"NOV 14, 2023",MIA @ CHA,W,36,8,16,0.5,0,0,0.0,5,6,0.833,0,11,11,4,3,1,1,3,21,1,1,Bam Adebayo,MIA,CHA,MIA,,,36,32,25,15
22023,1628389,22300184,"NOV 12, 2023",MIA @ SAS,W,34,10,20,0.5,0,0,0.0,4,5,0.8,4,7,11,6,3,0,0,0,24,-10,1,Bam Adebayo,MIA,SAS,MIA,,,41,35,30,17
22023,1628389,22300175,"NOV 11, 2023",MIA @ ATL,W,39,9,12,0.75,0,0,0.0,8,8,1.0,4,13,17,4,2,2,3,2,26,-5,1,Bam Adebayo,MIA,ATL,MIA,,,47,43,30,21
22023,1628389,22300164,"NOV 08, 2023",MIA @ MEM,W,36,8,15,0.533,0,0,0.0,14,16,0.875,0,11,11,1,1,3,4,5,30,15,1,Bam Adebayo,MIA,MEM,MIA,,,42,41,31,12
22023,1628389,22300150,"NOV 06, 2023",MIA vs. LAL,W,38,9,20,0.45,1,1,1.0,3,5,0.6,5,14,19,10,2,2,4,2,22,5,1,Bam Adebayo,MIA,MIA,LAL,,,51,41,32,29
22023,1628389,22300003,"NOV 03, 2023",MIA vs. WAS,W,30,8,15,0.533,0,0,0.0,2,2,1.0,0,4,4,3,0,0,4,3,18,6,1,Bam Adebayo,MIA,MIA,WAS,,,25,22,21,7
22023,1628389,22300119,"NOV 01, 2023",MIA vs. BKN,L,33,8,12,0.667,0,0,0.0,5,5,1.0,4,10,14,3,2,2,4,0,21,5,1,Bam Adebayo,MIA,MIA,BKN,,,38,35,24,17
22023,1628389,22300093,"OCT 28, 2023",MIA @ MIN,L,33,7,14,0.5,0,1,0.0,5,10,0.5,1,2,3,2,0,0,4,4,19,-10,1,Bam Adebayo,MIA,MIN,MIA,,,24,22,21,5
22023,1628389,22300080,"OCT 27, 2023",MIA @ BOS,L,35,10,23,0.435,0,0,0.0,7,9,0.778,3,4,7,2,1,2,3,1,27,0,1,Bam Adebayo,MIA,BOS,MIA,,,36,34,29,9
22023,1628389,22300068,"OCT 25, 2023",MIA vs. DET,W,32,7,13,0.538,0,0,0.0,8,10,0.8,2,6,8,3,0,2,2,3,22,-4,1,Bam Adebayo,MIA,MIA,DET,,,33,30,25,11
22023,1630534,22300564,"JAN 15, 2024",UTA vs. IND,W,24,1,4,0.25,0,1,0.0,2,2,1.0,0,4,4,0,0,1,1,2,4,5,1,Ochai Agbaji,UTA,UTA,IND,,,8,8,4,4
22023,1630534,22300549,"JAN 13, 2024",UTA vs. LAL,W,18,1,5,0.2,0,2,0.0,0,0,0.0,1,3,4,0,0,1,0,0,2,-9,1,Ochai Agbaji,UTA,UTA,LAL,,,6,6,2,4
22023,1630534,22300540,"JAN 12, 2024",UTA vs. TOR,W,22,3,8,0.375,2,7,0.286,0,0,0.0,1,4,5,1,0,2,0,1,8,17,1,Ochai Agbaji,UTA,UTA,TOR,,,14,13,9,6
22023,1630534,22300524,"JAN 10, 2024",UTA vs. DEN,W,13,0,2,0.0,0,1,0.0,0,0,0.0,1,3,4,1,1,2,0,1,0,1,1,Ochai Agbaji,UTA,UTA,DEN,,,5,4,1,5
22023,1630534,22300510,"JAN 08, 2024",UTA @ MIL,W,15,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,11,1,Ochai Agbaji,UTA,MIL,UTA,,,3,3,2,1
22023,1630534,22300495,"JAN 06, 2024",UTA @ PHI,W,13,0,2,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,1,1,0,3,1,Ochai Agbaji,UTA,PHI,UTA,,,4,3,1,4
22023,1630534,22300479,"JAN 05, 2024",UTA @ BOS,L,22,2,5,0.4,0,3,0.0,1,1,1.0,1,3,4,1,0,0,2,4,5,-12,1,Ochai Agbaji,UTA,BOS,UTA,,,10,9,6,5
22023,1630534,22300474,"JAN 03, 2024",UTA vs. DET,W,13,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,2,2,0,1,2,3,-6,1,Ochai Agbaji,UTA,UTA,DET,,,6,4,5,3
22023,1630534,22300457,"JAN 01, 2024",UTA vs. DAL,W,19,1,6,0.167,0,5,0.0,0,0,0.0,1,1,2,0,0,0,1,1,2,10,1,Ochai Agbaji,UTA,UTA,DAL,,,4,4,2,2
22023,1630534,22300439,"DEC 30, 2023",UTA vs. MIA,W,15,0,4,0.0,0,3,0.0,0,2,0.0,0,0,0,0,0,1,0,1,0,1,1,Ochai Agbaji,UTA,UTA,MIA,,,0,0,0,0
22023,1630534,22300424,"DEC 28, 2023",UTA @ NOP,L,16,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,2,0,0,2,0,2,-4,1,Ochai Agbaji,UTA,NOP,UTA,,,5,3,4,3
22023,1630534,22300412,"DEC 26, 2023",UTA @ SAS,W,19,4,6,0.667,2,4,0.5,0,0,0.0,1,3,4,1,0,0,0,0,10,18,1,Ochai Agbaji,UTA,SAS,UTA,,,15,14,11,5
22023,1630534,22300395,"DEC 23, 2023",UTA @ TOR,W,24,3,5,0.6,1,3,0.333,2,2,1.0,0,3,3,0,0,1,1,2,9,8,1,Ochai Agbaji,UTA,TOR,UTA,,,12,12,9,3
22023,1630534,22300374,"DEC 21, 2023",UTA @ DET,W,33,7,12,0.583,2,6,0.333,2,2,1.0,0,2,2,0,2,0,0,4,18,10,1,Ochai Agbaji,UTA,DET,UTA,,,20,20,18,2
22023,1630534,22300364,"DEC 20, 2023",UTA @ CLE,L,16,1,1,1.0,1,1,1.0,0,0,0.0,1,2,3,1,0,1,0,1,3,-17,1,Ochai Agbaji,UTA,CLE,UTA,,,7,6,4,4
22023,1630534,22300357,"DEC 18, 2023",UTA vs. BKN,W,23,6,10,0.6,1,5,0.2,0,0,0.0,1,2,3,2,1,1,2,1,13,13,1,Ochai Agbaji,UTA,UTA,BKN,,,18,16,15,5
22023,1630534,22300342,"DEC 16, 2023",UTA @ SAC,L,23,2,7,0.286,1,3,0.333,0,0,0.0,3,1,4,0,1,0,0,2,5,2,1,Ochai Agbaji,UTA,SAC,UTA,,,9,9,5,4
22023,1630534,22300323,"DEC 14, 2023",UTA @ POR,W,26,7,12,0.583,2,6,0.333,0,0,0.0,0,3,3,2,0,0,1,3,16,-17,1,Ochai Agbaji,UTA,POR,UTA,,,21,19,18,5
22023,1630534,22300318,"DEC 13, 2023",UTA vs. NYK,W,30,2,12,0.167,1,5,0.2,0,0,0.0,3,1,4,2,0,0,0,2,5,16,1,Ochai Agbaji,UTA,UTA,NYK,,,11,9,7,6
22023,1630534,22300302,"DEC 11, 2023",UTA @ OKC,L,22,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,2,3,1,1,1,2,-19,1,Ochai Agbaji,UTA,OKC,UTA,,,5,3,4,3
22023,1630534,22301225,"DEC 08, 2023",UTA vs. LAC,L,17,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,1,2,5,5,1,Ochai Agbaji,UTA,UTA,LAC,,,6,6,5,1
22023,1630534,22301213,"DEC 06, 2023",UTA @ DAL,L,30,7,14,0.5,5,10,0.5,2,2,1.0,0,0,0,0,2,0,0,1,21,-47,1,Ochai Agbaji,UTA,DAL,UTA,,,21,21,21,0
22023,1630534,22300289,"DEC 02, 2023",UTA vs. POR,W,26,3,4,0.75,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,2,6,8,1,Ochai Agbaji,UTA,UTA,POR,,,8,8,6,2
22023,1630534,22300270,"NOV 30, 2023",UTA @ MIN,L,36,5,10,0.5,3,6,0.5,0,0,0.0,3,3,6,3,4,0,1,1,13,-3,1,Ochai Agbaji,UTA,MIN,UTA,,,22,19,16,9
22023,1630534,22300261,"NOV 29, 2023",UTA @ MEM,L,21,2,5,0.4,1,4,0.25,0,0,0.0,1,3,4,3,0,0,1,1,5,-1,1,Ochai Agbaji,UTA,MEM,UTA,,,12,9,8,7
22023,1630534,22300256,"NOV 27, 2023",UTA vs. NOP,W,16,4,7,0.571,3,6,0.5,1,1,1.0,0,0,0,0,0,0,0,1,12,5,1,Ochai Agbaji,UTA,UTA,NOP,,,12,12,12,0
22023,1630534,22300243,"NOV 25, 2023",UTA vs. NOP,W,22,3,8,0.375,2,7,0.286,1,1,1.0,0,1,1,3,3,0,1,1,9,5,1,Ochai Agbaji,UTA,UTA,NOP,,,13,10,12,4
22023,1630534,22300237,"NOV 22, 2023",UTA @ POR,L,14,4,4,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,1,1,0,9,-9,1,Ochai Agbaji,UTA,POR,UTA,,,10,9,10,1
22023,1630534,22300042,"NOV 21, 2023",UTA @ LAL,L,17,0,5,0.0,0,3,0.0,0,0,0.0,1,2,3,0,0,0,1,2,0,-16,1,Ochai Agbaji,UTA,LAL,UTA,,,3,3,0,3
22023,1630534,22300214,"NOV 19, 2023",UTA vs. PHX,L,34,1,1,1.0,1,1,1.0,0,0,0.0,2,1,3,1,1,1,1,4,3,-14,1,Ochai Agbaji,UTA,UTA,PHX,,,7,6,4,4
22023,1630534,22300035,"NOV 17, 2023",UTA vs. PHX,L,25,3,4,0.75,2,2,1.0,0,0,0.0,2,3,5,0,0,3,0,3,8,4,1,Ochai Agbaji,UTA,UTA,PHX,,,13,13,8,5
22023,1630534,22300023,"NOV 14, 2023",UTA vs. POR,W,26,2,7,0.286,0,2,0.0,2,2,1.0,4,4,8,1,2,1,0,1,6,5,1,Ochai Agbaji,UTA,UTA,POR,,,15,14,7,9
22023,1630534,22300012,"NOV 10, 2023",UTA @ MEM,W,30,6,8,0.75,3,5,0.6,0,0,0.0,1,5,6,1,1,2,1,3,15,3,1,Ochai Agbaji,UTA,MEM,UTA,,,22,21,16,7
22023,1630534,22300158,"NOV 08, 2023",UTA @ IND,L,26,1,3,0.333,1,3,0.333,0,0,0.0,1,3,4,1,0,1,3,0,3,-3,1,Ochai Agbaji,UTA,IND,UTA,,,8,7,4,5
22023,1630534,22300152,"NOV 06, 2023",UTA @ CHI,L,11,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,1,0,1,1,2,3,-15,1,Ochai Agbaji,UTA,CHI,UTA,,,5,4,4,2
22023,1630534,22300138,"NOV 04, 2023",UTA @ MIN,L,17,3,5,0.6,2,4,0.5,0,1,0.0,2,0,2,1,0,0,0,1,8,-4,1,Ochai Agbaji,UTA,MIN,UTA,,,11,10,9,3
22023,1630534,22300130,"NOV 02, 2023",UTA vs. ORL,L,8,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,2,2,-1,1,Ochai Agbaji,UTA,UTA,ORL,,,3,2,3,1
22023,1630534,22300125,"NOV 01, 2023",UTA vs. MEM,W,18,2,5,0.4,2,5,0.4,0,1,0.0,0,3,3,1,0,0,2,0,6,5,1,Ochai Agbaji,UTA,UTA,MEM,,,10,9,7,4
22023,1630534,22300110,"OCT 30, 2023",UTA @ DEN,L,15,0,5,0.0,0,2,0.0,0,0,0.0,1,1,2,2,0,0,0,0,0,-1,1,Ochai Agbaji,UTA,DEN,UTA,,,4,2,2,4
22023,1630534,22300094,"OCT 28, 2023",UTA @ PHX,L,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-3,1,Ochai Agbaji,UTA,PHX,UTA,,,0,0,0,0
22023,1630534,22300085,"OCT 27, 2023",UTA vs. LAC,W,12,1,3,0.333,0,2,0.0,0,0,0.0,0,1,1,2,1,1,0,3,2,-2,1,Ochai Agbaji,UTA,UTA,LAC,,,5,3,4,3
22023,1630534,22300072,"OCT 25, 2023",UTA vs. SAC,L,19,2,6,0.333,1,2,0.5,0,0,0.0,0,3,3,0,0,0,0,2,5,-11,1,Ochai Agbaji,UTA,UTA,SAC,,,8,8,5,3
22023,1630583,22300560,"JAN 15, 2024",MEM vs. GSW,W,17,3,6,0.5,1,4,0.25,4,5,0.8,0,6,6,1,0,3,1,2,11,-6,1,Santi Aldama,MEM,MEM,GSW,,,18,17,12,7
22023,1630583,22300503,"JAN 07, 2024",MEM @ PHX,W,16,2,11,0.182,1,7,0.143,2,3,0.667,2,5,7,1,1,1,4,2,7,-5,1,Santi Aldama,MEM,PHX,MEM,,,15,14,8,8
22023,1630583,22300491,"JAN 05, 2024",MEM @ LAL,W,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,-3,1,Santi Aldama,MEM,LAL,MEM,,,0,0,0,0
22023,1630583,22300470,"JAN 03, 2024",MEM vs. TOR,L,22,2,6,0.333,2,4,0.5,1,2,0.5,1,7,8,3,1,0,1,4,7,2,1,Santi Aldama,MEM,MEM,TOR,,,18,15,10,11
22023,1630583,22300460,"JAN 02, 2024",MEM vs. SAS,W,28,5,6,0.833,1,2,0.5,2,2,1.0,2,9,11,0,0,1,0,1,13,12,1,Santi Aldama,MEM,MEM,SAS,,,24,24,13,11
22023,1630583,22300449,"DEC 31, 2023",MEM vs. SAC,L,14,2,6,0.333,1,5,0.2,0,2,0.0,0,2,2,1,0,0,0,0,5,-13,1,Santi Aldama,MEM,MEM,SAC,,,8,7,6,3
22023,1630583,22300438,"DEC 29, 2023",MEM @ LAC,L,22,5,7,0.714,2,3,0.667,0,0,0.0,1,4,5,1,1,0,0,1,12,0,1,Santi Aldama,MEM,LAC,MEM,,,18,17,13,6
22023,1630583,22300410,"DEC 26, 2023",MEM @ NOP,W,9,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,1,0,2,0,-8,1,Santi Aldama,MEM,NOP,MEM,,,2,2,0,2
22023,1630583,22300393,"DEC 23, 2023",MEM @ ATL,W,27,2,7,0.286,1,4,0.25,1,2,0.5,0,4,4,3,0,1,1,0,6,3,1,Santi Aldama,MEM,ATL,MEM,,,13,10,9,7
22023,1630583,22300377,"DEC 21, 2023",MEM vs. IND,W,25,5,7,0.714,3,5,0.6,0,0,0.0,0,3,3,2,1,0,2,0,13,24,1,Santi Aldama,MEM,MEM,IND,,,18,16,15,5
22023,1630583,22300360,"DEC 19, 2023",MEM @ NOP,W,16,3,4,0.75,2,2,1.0,0,0,0.0,2,1,3,0,1,1,0,1,8,-5,1,Santi Aldama,MEM,NOP,MEM,,,11,11,8,3
22023,1630583,22300355,"DEC 18, 2023",MEM @ OKC,L,20,2,10,0.2,2,7,0.286,3,4,0.75,2,7,9,1,0,0,1,1,9,-21,1,Santi Aldama,MEM,OKC,MEM,,,19,18,10,10
22023,1630583,22300332,"DEC 15, 2023",MEM vs. HOU,L,26,4,8,0.5,2,4,0.5,1,2,0.5,2,2,4,0,0,0,2,3,11,-12,1,Santi Aldama,MEM,MEM,HOU,,,15,15,11,4
22023,1630583,22300314,"DEC 13, 2023",MEM @ HOU,L,16,3,4,0.75,1,2,0.5,0,0,0.0,0,5,5,1,0,2,1,4,7,-11,1,Santi Aldama,MEM,HOU,MEM,,,13,12,8,6
22023,1630583,22300299,"DEC 11, 2023",MEM vs. DAL,L,20,2,6,0.333,2,5,0.4,0,0,0.0,0,2,2,3,2,1,1,2,6,-1,1,Santi Aldama,MEM,MEM,DAL,,,11,8,9,5
22023,1630583,22301221,"DEC 08, 2023",MEM vs. MIN,L,24,2,8,0.25,1,3,0.333,4,6,0.667,4,6,10,6,0,1,0,1,9,-11,1,Santi Aldama,MEM,MEM,MIN,,,25,19,15,16
