SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PlayerName,Team,Home,Away
22023,1630173,0022301019,"MAR 23, 2024",NYK vs. BKN,W,7,0,2,0.0,0,1,0.0,0,2,0.0,2,1,3,1,0,0,0,0,0,-9,1,Precious Achiuwa,NYK,NYK,BKN
22023,1630173,0022301009,"MAR 21, 2024",NYK @ DEN,L,25,4,5,0.8,1,1,1.0,0,0,0.0,0,5,5,3,0,2,0,2,9,-2,1,Precious Achiuwa,NYK,DEN,NYK
22023,1630173,0022300988,"MAR 18, 2024",NYK @ GSW,W,18,2,4,0.5,0,0,0.0,2,2,1.0,5,4,9,1,0,0,1,0,6,-14,1,Precious Achiuwa,NYK,GSW,NYK
22023,1630173,0022300975,"MAR 16, 2024",NYK @ SAC,W,20,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,4,0,1,1,3,2,2,1,Precious Achiuwa,NYK,SAC,NYK
22023,1630173,0022300960,"MAR 14, 2024",NYK @ POR,W,24,2,3,0.667,0,0,0.0,0,0,0.0,3,4,7,2,2,0,0,1,4,-5,1,Precious Achiuwa,NYK,POR,NYK
22023,1630173,0022300939,"MAR 12, 2024",NYK vs. PHI,W,24,6,8,0.75,0,1,0.0,1,2,0.5,3,5,8,1,0,2,4,5,13,13,1,Precious Achiuwa,NYK,NYK,PHI
22023,1630173,0022300927,"MAR 10, 2024",NYK vs. PHI,L,36,2,8,0.25,1,3,0.333,3,4,0.75,3,6,9,0,2,3,3,2,8,4,1,Precious Achiuwa,NYK,NYK,PHI
22023,1630173,0022300912,"MAR 08, 2024",NYK vs. ORL,W,39,6,16,0.375,2,4,0.5,1,2,0.5,3,11,14,4,2,5,3,2,15,25,1,Precious Achiuwa,NYK,NYK,ORL
22023,1630173,0022300889,"MAR 05, 2024",NYK vs. ATL,L,24,7,8,0.875,0,0,0.0,1,1,1.0,1,5,6,2,1,1,0,1,15,3,1,Precious Achiuwa,NYK,NYK,ATL
22023,1630173,0022300876,"MAR 03, 2024",NYK @ CLE,W,22,6,8,0.75,1,1,1.0,1,3,0.333,3,1,4,0,2,3,2,3,14,12,1,Precious Achiuwa,NYK,CLE,NYK
22023,1630173,0022300852,"FEB 29, 2024",NYK vs. GSW,L,26,1,3,0.333,0,1,0.0,1,4,0.25,4,4,8,1,0,2,2,2,3,-12,1,Precious Achiuwa,NYK,NYK,GSW
22023,1630173,0022300837,"FEB 27, 2024",NYK vs. NOP,L,40,4,10,0.4,0,3,0.0,7,8,0.875,3,4,7,2,0,1,1,3,15,-18,1,Precious Achiuwa,NYK,NYK,NOP
22023,1630173,0022300828,"FEB 26, 2024",NYK vs. DET,W,34,2,7,0.286,0,1,0.0,0,0,0.0,4,7,11,1,2,2,2,3,4,9,1,Precious Achiuwa,NYK,NYK,DET
22023,1630173,0022300816,"FEB 24, 2024",NYK vs. BOS,L,34,4,8,0.5,0,2,0.0,0,0,0.0,4,5,9,1,0,1,1,2,8,-13,1,Precious Achiuwa,NYK,NYK,BOS
22023,1630173,0022300794,"FEB 22, 2024",NYK @ PHI,W,38,7,9,0.778,1,2,0.5,3,7,0.429,4,7,11,2,2,1,2,3,18,15,1,Precious Achiuwa,NYK,PHI,NYK
22023,1630173,0022300778,"FEB 14, 2024",NYK @ ORL,L,43,8,16,0.5,1,2,0.5,6,7,0.857,10,4,14,5,0,0,1,1,23,-4,1,Precious Achiuwa,NYK,ORL,NYK
22023,1630173,0022300765,"FEB 12, 2024",NYK @ HOU,L,39,4,8,0.5,0,1,0.0,0,1,0.0,9,8,17,0,0,3,3,4,8,3,1,Precious Achiuwa,NYK,HOU,NYK
22023,1630173,0022300755,"FEB 10, 2024",NYK vs. IND,L,43,6,6,1.0,1,1,1.0,2,2,1.0,3,3,6,0,2,3,2,2,15,-12,1,Precious Achiuwa,NYK,NYK,IND
22023,1630173,0022300736,"FEB 08, 2024",NYK vs. DAL,L,41,6,9,0.667,1,2,0.5,0,0,0.0,3,13,16,3,0,1,3,5,13,-14,1,Precious Achiuwa,NYK,NYK,DAL
22023,1630173,0022300722,"FEB 06, 2024",NYK vs. MEM,W,40,8,13,0.615,1,2,0.5,0,0,0.0,2,3,5,3,3,1,0,2,17,-1,1,Precious Achiuwa,NYK,NYK,MEM
22023,1630173,0022300701,"FEB 03, 2024",NYK vs. LAL,L,42,4,11,0.364,0,3,0.0,2,2,1.0,4,4,8,0,0,1,1,2,10,-10,1,Precious Achiuwa,NYK,NYK,LAL
22023,1630173,0022300685,"FEB 01, 2024",NYK vs. IND,W,43,5,16,0.313,0,3,0.0,2,4,0.5,8,8,16,0,4,2,2,4,12,7,1,Precious Achiuwa,NYK,NYK,IND
22023,1630173,0022300671,"JAN 30, 2024",NYK vs. UTA,W,40,8,13,0.615,0,3,0.0,2,2,1.0,1,4,5,1,0,2,0,3,18,14,1,Precious Achiuwa,NYK,NYK,UTA
22023,1630173,0022300657,"JAN 29, 2024",NYK @ CHA,W,33,4,6,0.667,1,1,1.0,0,0,0.0,1,4,5,0,0,1,0,4,9,21,1,Precious Achiuwa,NYK,CHA,NYK
22023,1630173,0022300643,"JAN 27, 2024",NYK vs. MIA,W,31,2,7,0.286,0,0,0.0,0,0,0.0,3,7,10,1,1,2,0,2,4,19,1,Precious Achiuwa,NYK,NYK,MIA
22023,1630173,0022300631,"JAN 25, 2024",NYK vs. DEN,W,23,1,4,0.25,0,0,0.0,0,0,0.0,6,4,10,3,0,1,0,1,2,18,1,Precious Achiuwa,NYK,NYK,DEN
22023,1630173,0022300615,"JAN 23, 2024",NYK @ BKN,W,21,3,6,0.5,0,1,0.0,0,0,0.0,4,5,9,2,0,0,0,1,6,13,1,Precious Achiuwa,NYK,BKN,NYK
22023,1630173,0022300596,"JAN 20, 2024",NYK vs. TOR,W,25,9,10,0.9,0,0,0.0,0,0,0.0,4,7,11,0,0,1,3,4,18,13,1,Precious Achiuwa,NYK,NYK,TOR
22023,1630173,0022300579,"JAN 18, 2024",NYK vs. WAS,W,9,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2,-4,1,Precious Achiuwa,NYK,NYK,WAS
22023,1630173,0022300573,"JAN 17, 2024",NYK vs. HOU,W,6,0,2,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,1,0,3,0,2,1,Precious Achiuwa,NYK,NYK,HOU
22023,1630173,0022300557,"JAN 15, 2024",NYK vs. ORL,L,20,2,4,0.5,0,0,0.0,2,2,1.0,3,2,5,1,0,1,1,0,6,-4,1,Precious Achiuwa,NYK,NYK,ORL
22023,1630173,0022300544,"JAN 13, 2024",NYK @ MEM,W,6,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,0,0,5,1,Precious Achiuwa,NYK,MEM,NYK
22023,1630173,0022300530,"JAN 11, 2024",NYK @ DAL,L,16,3,3,1.0,0,0,0.0,1,2,0.5,1,5,6,0,1,0,2,4,7,3,1,Precious Achiuwa,NYK,DAL,NYK
22023,1630173,0022300514,"JAN 09, 2024",NYK vs. POR,W,20,1,9,0.111,0,3,0.0,0,0,0.0,5,4,9,1,1,1,1,0,2,-3,1,Precious Achiuwa,NYK,NYK,POR
22023,1630173,0022300494,"JAN 06, 2024",NYK @ WAS,W,8,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-11,1,Precious Achiuwa,NYK,WAS,NYK
22023,1630173,0022300483,"JAN 05, 2024",NYK @ PHI,W,13,2,3,0.667,1,2,0.5,0,0,0.0,2,1,3,0,0,1,1,0,5,10,1,Precious Achiuwa,NYK,PHI,NYK
22023,1630173,0022300468,"JAN 03, 2024",NYK vs. CHI,W,11,2,2,1.0,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,2,4,-16,1,Precious Achiuwa,NYK,NYK,CHI
22023,1630173,0022300451,"JAN 01, 2024",NYK vs. MIN,W,9,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,2,0,-3,1,Precious Achiuwa,NYK,NYK,MIN
22023,1630173,0022300432,"DEC 29, 2023",TOR @ BOS,L,2,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,1,1,Precious Achiuwa,TOR,BOS,TOR
22023,1630173,0022300416,"DEC 27, 2023",TOR @ WAS,W,11,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,0,1,1,1,0,3,5,1,Precious Achiuwa,TOR,WAS,TOR
22023,1630173,0022300395,"DEC 23, 2023",TOR vs. UTA,L,21,3,7,0.429,0,3,0.0,2,2,1.0,1,1,2,1,0,2,0,1,8,-3,1,Precious Achiuwa,TOR,TOR,UTA
22023,1630173,0022300382,"DEC 22, 2023",TOR @ PHI,L,16,2,9,0.222,0,2,0.0,0,2,0.0,3,3,6,1,2,0,1,2,4,-1,1,Precious Achiuwa,TOR,PHI,TOR
22023,1630173,0022300369,"DEC 20, 2023",TOR vs. DEN,L,25,6,10,0.6,1,2,0.5,0,1,0.0,4,1,5,1,1,1,1,2,13,6,1,Precious Achiuwa,TOR,TOR,DEN
22023,1630173,0022300354,"DEC 18, 2023",TOR vs. CHA,W,18,5,9,0.556,0,1,0.0,2,4,0.5,5,2,7,1,1,0,0,1,12,12,1,Precious Achiuwa,TOR,TOR,CHA
22023,1630173,0022300330,"DEC 15, 2023",TOR vs. ATL,L,17,4,7,0.571,0,2,0.0,1,2,0.5,0,2,2,5,0,0,0,1,9,-9,1,Precious Achiuwa,TOR,TOR,ATL
22023,1630173,0022300313,"DEC 13, 2023",TOR vs. ATL,W,17,2,5,0.4,1,3,0.333,2,2,1.0,1,6,7,1,1,2,2,0,7,-5,1,Precious Achiuwa,TOR,TOR,ATL
22023,1630173,0022300297,"DEC 11, 2023",TOR @ NYK,L,21,3,8,0.375,1,4,0.25,2,2,1.0,0,5,5,3,1,0,1,4,9,-1,1,Precious Achiuwa,TOR,NYK,TOR
22023,1630173,0022301216,"DEC 08, 2023",TOR @ CHA,L,22,7,10,0.7,3,4,0.75,0,0,0.0,4,6,10,1,0,0,4,4,17,5,1,Precious Achiuwa,TOR,CHA,TOR
22023,1630173,0022301207,"DEC 06, 2023",TOR vs. MIA,L,13,4,7,0.571,1,3,0.333,0,0,0.0,0,3,3,2,1,0,1,0,9,-4,1,Precious Achiuwa,TOR,TOR,MIA
22023,1630173,0022300276,"DEC 01, 2023",TOR vs. NYK,L,17,4,11,0.364,0,1,0.0,0,0,0.0,5,1,6,1,0,0,1,2,8,-22,1,Precious Achiuwa,TOR,TOR,NYK
22023,1630173,0022300260,"NOV 29, 2023",TOR vs. PHX,W,18,5,10,0.5,1,1,1.0,3,4,0.75,6,4,10,1,2,0,1,2,14,6,1,Precious Achiuwa,TOR,TOR,PHX
22023,1630173,0022300054,"NOV 28, 2023",TOR @ BKN,L,10,0,4,0.0,0,2,0.0,1,4,0.25,1,2,3,1,1,0,1,3,1,-2,1,Precious Achiuwa,TOR,BKN,TOR
22023,1630173,0022300251,"NOV 26, 2023",TOR @ CLE,L,13,1,4,0.25,1,2,0.5,1,4,0.25,0,2,2,1,1,0,0,0,4,-15,1,Precious Achiuwa,TOR,CLE,TOR
22023,1630173,0022300046,"NOV 24, 2023",TOR vs. CHI,W,18,3,4,0.75,0,0,0.0,2,2,1.0,3,4,7,4,0,3,2,0,8,-2,1,Precious Achiuwa,TOR,TOR,CHI
22023,1630173,0022300038,"NOV 21, 2023",TOR @ ORL,L,15,2,4,0.5,0,1,0.0,1,2,0.5,2,4,6,4,1,0,3,3,5,-9,1,Precious Achiuwa,TOR,ORL,TOR
22023,1630173,0022300211,"NOV 19, 2023",TOR vs. DET,W,19,5,10,0.5,2,4,0.5,0,2,0.0,3,3,6,5,0,0,0,1,12,17,1,Precious Achiuwa,TOR,TOR,DET
22023,1630173,0022300031,"NOV 17, 2023",TOR vs. BOS,L,24,2,4,0.5,0,2,0.0,1,2,0.5,0,9,9,1,2,0,1,1,5,-2,1,Precious Achiuwa,TOR,TOR,BOS
22023,1630173,0022300195,"NOV 15, 2023",TOR vs. MIL,L,17,4,7,0.571,1,2,0.5,2,2,1.0,3,1,4,0,0,2,1,3,11,-3,1,Precious Achiuwa,TOR,TOR,MIL
22023,1630173,0022300189,"NOV 13, 2023",TOR vs. WAS,W,19,5,8,0.625,0,1,0.0,0,0,0.0,1,3,4,1,1,0,2,1,10,8,1,Precious Achiuwa,TOR,TOR,WAS
22023,1630173,0022300174,"NOV 11, 2023",TOR @ BOS,L,19,1,5,0.2,0,2,0.0,0,0,0.0,0,5,5,5,0,0,0,1,2,-12,1,Precious Achiuwa,TOR,BOS,TOR
22023,1630173,0022300092,"OCT 28, 2023",TOR vs. PHI,L,18,3,10,0.3,0,1,0.0,0,0,0.0,3,4,7,3,0,1,1,1,6,5,1,Precious Achiuwa,TOR,TOR,PHI
22023,1630173,0022300082,"OCT 27, 2023",TOR @ CHI,L,23,2,5,0.4,1,3,0.333,3,3,1.0,2,7,9,1,0,0,3,6,8,-22,1,Precious Achiuwa,TOR,CHI,TOR
22023,1630173,0022300069,"OCT 25, 2023",TOR vs. MIN,W,24,4,9,0.444,0,1,0.0,0,0,0.0,3,5,8,0,0,0,2,1,8,-5,1,Precious Achiuwa,TOR,TOR,MIN
22023,1628389,0022301029,"MAR 24, 2024",MIA vs. CLE,W,28,7,11,0.636,0,1,0.0,1,2,0.5,3,13,16,3,5,0,1,0,15,27,1,Bam Adebayo,MIA,MIA,CLE
22023,1628389,0022301013,"MAR 22, 2024",MIA vs. NOP,L,30,4,7,0.571,1,2,0.5,3,4,0.75,1,9,10,1,0,2,0,1,12,-16,1,Bam Adebayo,MIA,MIA,NOP
22023,1628389,0022300985,"MAR 18, 2024",MIA @ PHI,L,32,8,10,0.8,2,2,1.0,2,2,1.0,3,10,13,6,0,0,4,1,20,-19,1,Bam Adebayo,MIA,PHI,MIA
22023,1628389,0022300977,"MAR 17, 2024",MIA @ DET,W,38,9,13,0.692,1,1,1.0,1,2,0.5,4,13,17,3,1,0,3,2,20,5,1,Bam Adebayo,MIA,DET,MIA
22023,1628389,0022300962,"MAR 15, 2024",MIA @ DET,W,29,10,14,0.714,1,1,1.0,1,3,0.333,3,6,9,2,2,3,0,1,22,17,1,Bam Adebayo,MIA,DET,MIA
22023,1628389,0022300949,"MAR 13, 2024",MIA vs. DEN,L,34,7,15,0.467,1,1,1.0,2,4,0.5,1,12,13,3,1,1,0,2,17,-12,1,Bam Adebayo,MIA,MIA,DEN
22023,1628389,0022300926,"MAR 10, 2024",MIA vs. WAS,L,35,7,14,0.5,0,0,0.0,2,6,0.333,7,9,16,2,2,1,0,3,16,-9,1,Bam Adebayo,MIA,MIA,WAS
22023,1628389,0022300914,"MAR 08, 2024",MIA @ OKC,L,31,1,9,0.111,0,0,0.0,3,4,0.75,4,6,10,4,1,2,4,1,5,-18,1,Bam Adebayo,MIA,OKC,MIA
22023,1628389,0022300904,"MAR 07, 2024",MIA @ DAL,L,37,5,14,0.357,0,2,0.0,4,8,0.5,1,8,9,5,3,0,1,1,14,-5,1,Bam Adebayo,MIA,DAL,MIA
22023,1628389,0022300888,"MAR 05, 2024",MIA vs. DET,W,35,8,17,0.471,0,0,0.0,2,3,0.667,2,5,7,1,1,1,1,2,18,8,1,Bam Adebayo,MIA,MIA,DET
22023,1628389,0022300867,"MAR 02, 2024",MIA vs. UTA,W,34,10,15,0.667,0,0,0.0,3,4,0.75,2,5,7,3,0,0,0,2,23,2,1,Bam Adebayo,MIA,MIA,UTA
22023,1628389,0022300855,"FEB 29, 2024",MIA @ DEN,L,36,8,18,0.444,0,0,0.0,6,6,1.0,1,7,8,3,1,0,1,5,22,-3,1,Bam Adebayo,MIA,DEN,MIA
22023,1628389,0022300842,"FEB 27, 2024",MIA @ POR,W,34,5,9,0.556,0,0,0.0,3,7,0.429,1,8,9,2,0,1,6,3,13,4,1,Bam Adebayo,MIA,POR,MIA
22023,1628389,0022300831,"FEB 26, 2024",MIA @ SAC,W,36,11,18,0.611,0,1,0.0,6,7,0.857,2,8,10,7,2,1,5,1,28,11,1,Bam Adebayo,MIA,SAC,MIA
22023,1628389,0022300810,"FEB 23, 2024",MIA @ NOP,W,36,11,18,0.611,0,0,0.0,2,4,0.5,1,6,7,1,1,3,3,2,24,6,1,Bam Adebayo,MIA,NOP,MIA
22023,1628389,0022300779,"FEB 14, 2024",MIA @ PHI,W,39,9,14,0.643,0,0,0.0,5,5,1.0,3,10,13,4,2,0,2,2,23,1,1,Bam Adebayo,MIA,PHI,MIA
22023,1628389,0022300773,"FEB 13, 2024",MIA @ MIL,W,31,8,14,0.571,0,0,0.0,0,0,0.0,5,7,12,11,2,0,3,2,16,30,1,Bam Adebayo,MIA,MIL,MIA
22023,1628389,0022300759,"FEB 11, 2024",MIA vs. BOS,L,34,7,18,0.389,0,0,0.0,8,8,1.0,3,10,13,4,2,2,2,2,22,3,1,Bam Adebayo,MIA,MIA,BOS
22023,1628389,0022300730,"FEB 07, 2024",MIA vs. SAS,W,29,10,14,0.714,0,0,0.0,0,2,0.0,0,5,5,2,1,0,1,4,20,17,1,Bam Adebayo,MIA,MIA,SAS
22023,1628389,0022300721,"FEB 06, 2024",MIA vs. ORL,W,30,7,9,0.778,0,0,0.0,0,0,0.0,2,6,8,3,0,1,3,3,14,32,1,Bam Adebayo,MIA,MIA,ORL
22023,1628389,0022300708,"FEB 04, 2024",MIA vs. LAC,L,35,5,13,0.385,0,0,0.0,4,4,1.0,4,9,13,3,3,0,2,1,14,-8,1,Bam Adebayo,MIA,MIA,LAC
22023,1628389,0022300689,"FEB 02, 2024",MIA @ WAS,W,33,8,14,0.571,0,0,0.0,4,7,0.571,2,12,14,1,0,1,4,3,20,-8,1,Bam Adebayo,MIA,WAS,MIA
22023,1628389,0022300678,"JAN 31, 2024",MIA vs. SAC,W,32,8,14,0.571,0,0,0.0,0,0,0.0,2,9,11,4,0,0,0,4,16,2,1,Bam Adebayo,MIA,MIA,SAC
22023,1628389,0022300661,"JAN 29, 2024",MIA vs. PHX,L,35,3,9,0.333,0,0,0.0,2,2,1.0,0,11,11,5,1,3,4,2,8,3,1,Bam Adebayo,MIA,MIA,PHX
22023,1628389,0022300643,"JAN 27, 2024",MIA @ NYK,L,33,6,10,0.6,0,0,0.0,0,0,0.0,3,10,13,1,0,0,2,1,12,-20,1,Bam Adebayo,MIA,NYK,MIA
22023,1628389,0022300630,"JAN 25, 2024",MIA vs. BOS,L,29,8,14,0.571,0,0,0.0,3,4,0.75,1,4,5,2,1,1,0,0,19,-28,1,Bam Adebayo,MIA,MIA,BOS
22023,1628389,0022300621,"JAN 24, 2024",MIA vs. MEM,L,40,4,13,0.308,0,1,0.0,7,11,0.636,3,12,15,6,1,6,0,3,15,3,1,Bam Adebayo,MIA,MIA,MEM
22023,1628389,0022300601,"JAN 21, 2024",MIA @ ORL,L,34,8,17,0.471,0,1,0.0,6,6,1.0,6,5,11,7,2,0,5,3,22,-15,1,Bam Adebayo,MIA,ORL,MIA
22023,1628389,0022300587,"JAN 19, 2024",MIA vs. ATL,L,39,7,15,0.467,0,0,0.0,7,8,0.875,2,7,9,6,1,0,3,4,21,8,1,Bam Adebayo,MIA,MIA,ATL
22023,1628389,0022300574,"JAN 17, 2024",MIA @ TOR,L,36,7,13,0.538,0,0,0.0,2,3,0.667,1,4,5,4,1,0,2,3,16,-23,1,Bam Adebayo,MIA,TOR,MIA
22023,1628389,0022300562,"JAN 15, 2024",MIA @ BKN,W,44,5,17,0.294,0,1,0.0,1,2,0.5,2,18,20,4,1,1,2,2,11,-3,1,Bam Adebayo,MIA,BKN,MIA
22023,1628389,0022300551,"JAN 14, 2024",MIA vs. CHA,W,35,9,17,0.529,0,1,0.0,6,8,0.75,0,10,10,7,0,1,2,3,24,5,1,Bam Adebayo,MIA,MIA,CHA
22023,1628389,0022300535,"JAN 12, 2024",MIA vs. ORL,W,39,8,17,0.471,0,0,0.0,5,6,0.833,4,7,11,7,0,1,4,3,21,17,1,Bam Adebayo,MIA,MIA,ORL
22023,1628389,0022300522,"JAN 10, 2024",MIA vs. OKC,L,37,9,16,0.563,0,0,0.0,7,7,1.0,5,6,11,6,0,2,1,1,25,-6,1,Bam Adebayo,MIA,MIA,OKC
22023,1628389,0022300509,"JAN 08, 2024",MIA vs. HOU,W,32,9,12,0.75,0,0,0.0,4,7,0.571,1,11,12,3,1,0,3,4,22,12,1,Bam Adebayo,MIA,MIA,HOU
22023,1628389,0022300489,"JAN 05, 2024",MIA @ PHX,L,36,11,19,0.579,0,0,0.0,6,7,0.857,2,8,10,1,0,1,1,2,28,-16,1,Bam Adebayo,MIA,PHX,MIA
22023,1628389,0022300475,"JAN 03, 2024",MIA @ LAL,W,38,5,14,0.357,0,1,0.0,5,6,0.833,3,4,7,5,3,0,2,4,15,12,1,Bam Adebayo,MIA,LAL,MIA
22023,1628389,0022300458,"JAN 01, 2024",MIA @ LAC,L,36,6,17,0.353,0,2,0.0,9,13,0.692,3,12,15,4,0,0,3,3,21,-12,1,Bam Adebayo,MIA,LAC,MIA
22023,1628389,0022300439,"DEC 30, 2023",MIA @ UTA,L,37,7,13,0.538,0,0,0.0,14,20,0.7,3,13,16,3,3,3,4,1,28,-3,1,Bam Adebayo,MIA,UTA,MIA
22023,1628389,0022300426,"DEC 28, 2023",MIA @ GSW,W,36,7,13,0.538,0,0,0.0,3,4,0.75,2,9,11,4,0,0,0,2,17,8,1,Bam Adebayo,MIA,GSW,MIA
22023,1628389,0022300404,"DEC 25, 2023",MIA vs. PHI,W,36,9,15,0.6,0,0,0.0,8,12,0.667,3,12,15,5,0,3,4,1,26,0,1,Bam Adebayo,MIA,MIA,PHI
22023,1628389,0022300384,"DEC 22, 2023",MIA vs. ATL,W,38,5,14,0.357,0,1,0.0,8,10,0.8,2,9,11,6,2,0,6,2,18,10,1,Bam Adebayo,MIA,MIA,ATL
22023,1628389,0022300366,"DEC 20, 2023",MIA @ ORL,W,30,7,15,0.467,0,0,0.0,4,5,0.8,0,7,7,2,1,0,1,4,18,-6,1,Bam Adebayo,MIA,ORL,MIA
22023,1628389,0022300353,"DEC 18, 2023",MIA vs. MIN,L,36,10,22,0.455,0,0,0.0,2,3,0.667,3,3,6,6,1,1,4,3,22,-3,1,Bam Adebayo,MIA,MIA,MIN
22023,1628389,0022300267,"NOV 30, 2023",MIA vs. IND,W,12,3,9,0.333,0,0,0.0,1,2,0.5,0,4,4,2,0,0,0,1,7,-2,1,Bam Adebayo,MIA,MIA,IND
22023,1628389,0022300056,"NOV 28, 2023",MIA vs. MIL,L,42,13,27,0.481,0,0,0.0,5,7,0.714,2,8,10,5,0,2,2,3,31,-16,1,Bam Adebayo,MIA,MIA,MIL
22023,1628389,0022300045,"NOV 24, 2023",MIA @ NYK,L,35,8,16,0.5,0,1,0.0,5,6,0.833,2,10,12,2,2,0,2,4,21,0,1,Bam Adebayo,MIA,NYK,MIA
22023,1628389,0022300220,"NOV 20, 2023",MIA @ CHI,W,30,8,14,0.571,0,0,0.0,7,9,0.778,3,8,11,6,1,0,1,3,23,7,1,Bam Adebayo,MIA,CHI,MIA
22023,1628389,0022300204,"NOV 18, 2023",MIA @ CHI,L,36,8,12,0.667,0,0,0.0,8,8,1.0,1,9,10,5,0,0,3,3,24,-1,1,Bam Adebayo,MIA,CHI,MIA
22023,1628389,0022300200,"NOV 16, 2023",MIA vs. BKN,W,34,8,15,0.533,0,0,0.0,4,4,1.0,2,5,7,4,2,0,2,2,20,-6,1,Bam Adebayo,MIA,MIA,BKN
22023,1628389,0022300017,"NOV 14, 2023",MIA @ CHA,W,36,8,16,0.5,0,0,0.0,5,6,0.833,0,11,11,4,3,1,1,3,21,1,1,Bam Adebayo,MIA,CHA,MIA
22023,1628389,0022300184,"NOV 12, 2023",MIA @ SAS,W,34,10,20,0.5,0,0,0.0,4,5,0.8,4,7,11,6,3,0,0,0,24,-10,1,Bam Adebayo,MIA,SAS,MIA
22023,1628389,0022300175,"NOV 11, 2023",MIA @ ATL,W,39,9,12,0.75,0,0,0.0,8,8,1.0,4,13,17,4,2,2,3,2,26,-5,1,Bam Adebayo,MIA,ATL,MIA
22023,1628389,0022300164,"NOV 08, 2023",MIA @ MEM,W,36,8,15,0.533,0,0,0.0,14,16,0.875,0,11,11,1,1,3,4,5,30,15,1,Bam Adebayo,MIA,MEM,MIA
22023,1628389,0022300150,"NOV 06, 2023",MIA vs. LAL,W,38,9,20,0.45,1,1,1.0,3,5,0.6,5,14,19,10,2,2,4,2,22,5,1,Bam Adebayo,MIA,MIA,LAL
22023,1628389,0022300003,"NOV 03, 2023",MIA vs. WAS,W,30,8,15,0.533,0,0,0.0,2,2,1.0,0,4,4,3,0,0,4,3,18,6,1,Bam Adebayo,MIA,MIA,WAS
22023,1628389,0022300119,"NOV 01, 2023",MIA vs. BKN,L,33,8,12,0.667,0,0,0.0,5,5,1.0,4,10,14,3,2,2,4,0,21,5,1,Bam Adebayo,MIA,MIA,BKN
22023,1628389,0022300093,"OCT 28, 2023",MIA @ MIN,L,33,7,14,0.5,0,1,0.0,5,10,0.5,1,2,3,2,0,0,4,4,19,-10,1,Bam Adebayo,MIA,MIN,MIA
22023,1628389,0022300080,"OCT 27, 2023",MIA @ BOS,L,35,10,23,0.435,0,0,0.0,7,9,0.778,3,4,7,2,1,2,3,1,27,0,1,Bam Adebayo,MIA,BOS,MIA
22023,1628389,0022300068,"OCT 25, 2023",MIA vs. DET,W,32,7,13,0.538,0,0,0.0,8,10,0.8,2,6,8,3,0,2,2,3,22,-4,1,Bam Adebayo,MIA,MIA,DET
22023,1630534,0022301022,"MAR 23, 2024",TOR @ WAS,L,32,6,12,0.5,0,5,0.0,0,3,0.0,5,4,9,2,1,2,1,0,12,-2,1,Ochai Agbaji,TOR,WAS,TOR
22023,1630534,0022301012,"MAR 22, 2024",TOR vs. OKC,L,32,4,10,0.4,1,5,0.2,3,4,0.75,2,5,7,6,3,0,2,3,12,-13,1,Ochai Agbaji,TOR,TOR,OKC
22023,1630534,0022300999,"MAR 20, 2024",TOR vs. SAC,L,30,5,10,0.5,2,4,0.5,1,2,0.5,2,1,3,1,3,0,2,2,13,-18,1,Ochai Agbaji,TOR,TOR,SAC
22023,1630534,0022300979,"MAR 17, 2024",TOR @ ORL,L,31,4,10,0.4,1,3,0.333,0,0,0.0,4,3,7,1,0,0,2,2,9,-18,1,Ochai Agbaji,TOR,ORL,TOR
22023,1630534,0022300963,"MAR 15, 2024",TOR vs. ORL,L,34,4,9,0.444,0,3,0.0,0,0,0.0,2,2,4,0,0,0,2,4,8,-8,1,Ochai Agbaji,TOR,TOR,ORL
22023,1630534,0022300946,"MAR 13, 2024",TOR @ DET,L,26,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,3,2,0,1,2,0,-8,1,Ochai Agbaji,TOR,DET,TOR
22023,1630534,0022300937,"MAR 11, 2024",TOR @ DEN,L,29,4,7,0.571,0,0,0.0,0,1,0.0,1,1,2,1,0,2,0,5,8,-8,1,Ochai Agbaji,TOR,DEN,TOR
22023,1630534,0022300923,"MAR 09, 2024",TOR @ POR,L,22,2,7,0.286,1,4,0.25,2,2,1.0,0,1,1,1,1,0,0,0,7,-9,1,Ochai Agbaji,TOR,POR,TOR
22023,1630534,0022300905,"MAR 07, 2024",TOR @ PHX,L,24,1,6,0.167,0,1,0.0,1,2,0.5,1,3,4,1,1,0,2,4,3,-8,1,Ochai Agbaji,TOR,PHX,TOR
