PlayerName,opp,Prop,Over_Under,draftkings,fanduel,mgm
Tim Hardaway,OKC,Pts+Asts,Over,,,
Tim Hardaway,OKC,Pts+Asts,Under,,,
Tim Hardaway,OKC,Pts+Rebs,Over,(10.5) -110,,(10.5) -115
Tim Hardaway,OKC,Pts+Rebs,Under,(10.5) -110,,(10.5) -115
Tim Hardaway,OKC,Pts+Rebs+Asts,Over,,,(11.5) -125
Tim Hardaway,OKC,Pts+Rebs+Asts,Under,,,(11.5) -105
Tim Hardaway,OKC,Rebounds,Over,(2.5) 130,,(2.5) 120
Tim Hardaway,OKC,Rebounds,Under,(2.5) -155,,(2.5) 
Tim Hardaway,OKC,Rebs+Asts,Over,,,
Tim Hardaway,OKC,Rebs+Asts,Under,,,
